"ResponseId","Response","J_WorkerId","J_Gender","J_Literacy","J_Age","Empathy","R_WorkerId","R_Gender","R_Literacy","R_Age","Treatment","ConversationId","Precision","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X0","Round"
"494","3EA3QWIZ4JRHGER2210X6WOB469ITS","I'm okay, just don't feel like hanging out most nights because I'm tired from work.","A1G1J2M41RWBAS","male","native","66-75",3,"A25N0K40JAZTN1","male","native","46-55","1","12","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"495","3EA3QWIZ4JRHGER2210X6WOB469ITS","I'm okay, just don't feel like hanging out most nights because I'm tired from work.","A3IHT9LDUJNP3E","male","profession","26-35",3,"A25N0K40JAZTN1","male","native","46-55","1","12","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"496","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","that SUCKS","APEB5ERGCYP6D","male","profession","26-35",4,"A19UBZFVUWL1ES","male","native","46-55","1","10","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"497","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","that SUCKS","A39PQOGN8NIWNA","male","profession","26-35",3,"A19UBZFVUWL1ES","male","native","46-55","1","10","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"498","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","that SUCKS","A3PJ51GS2AKBO6","male","native","26-35",2,"A19UBZFVUWL1ES","male","native","46-55","1","10","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"499","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, poor you!","A1OSRB1Q63XXWZ","female","native","56-65",3,"A4A0IFEQBBSOZ","male","native","46-55","1","10","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"500","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, poor you!","ACDX50KGPE97I","male","native","26-35",1,"A4A0IFEQBBSOZ","male","native","46-55","1","10","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"501","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, poor you!","AJUL5E52QS2P5","male","profession","18-25",4,"A4A0IFEQBBSOZ","male","native","46-55","1","10","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"502","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","first world problems...","A3PJ51GS2AKBO6","male","native","26-35",1,"A19UBZFVUWL1ES","male","native","46-55","1","11","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"503","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","first world problems...","A1OSRB1Q63XXWZ","female","native","56-65",3,"A19UBZFVUWL1ES","male","native","46-55","1","11","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"504","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","first world problems...","A2T5DC2TXEEMBV","male","profession","18-25",1,"A19UBZFVUWL1ES","male","native","46-55","1","11","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"505","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'll try to be fast.","AS7IGPU2RHT6I","female","native","26-35",3,"A4A0IFEQBBSOZ","male","native","46-55","1","11","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"506","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'll try to be fast.","AM0WOQRVW5NSI","male","native","36-45",2,"A4A0IFEQBBSOZ","male","native","46-55","1","11","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"507","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'll try to be fast.","AKXY2ATEM5DC2","male","profession","36-45",1,"A4A0IFEQBBSOZ","male","native","46-55","1","11","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"508","3EA3QWIZ4JRHGER2210X6WOB469ITS","Since you seem angry about it I'll just not go.","A37LZCSEEW0L0X","male","profession","26-35",4,"A25N0K40JAZTN1","male","native","46-55","1","13","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"509","3EA3QWIZ4JRHGER2210X6WOB469ITS","Since you seem angry about it I'll just not go.","APEB5ERGCYP6D","male","profession","26-35",2,"A25N0K40JAZTN1","male","native","46-55","1","13","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"510","3EA3QWIZ4JRHGER2210X6WOB469ITS","Since you seem angry about it I'll just not go.","A3IHT9LDUJNP3E","male","profession","26-35",2,"A25N0K40JAZTN1","male","native","46-55","1","13","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"511","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'm sorry, I'm having a rough time.","APEB5ERGCYP6D","male","profession","26-35",3,"A4A0IFEQBBSOZ","male","native","46-55","1","12","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"512","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'm sorry, I'm having a rough time.","A2T5DC2TXEEMBV","male","profession","18-25",4,"A4A0IFEQBBSOZ","male","native","46-55","1","12","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"513","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'm sorry, I'm having a rough time.","A37PO5YNKE5D97","female","native","26-35",4,"A4A0IFEQBBSOZ","male","native","46-55","1","12","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"514","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I know! What do we do?","A3PJ51GS2AKBO6","male","native","26-35",3,"A4A0IFEQBBSOZ","male","native","46-55","1","13","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"515","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I know! What do we do?","A19CKDMMK8Z6QC","male","native","18-25",4,"A4A0IFEQBBSOZ","male","native","46-55","1","13","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"516","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I know! What do we do?","APEB5ERGCYP6D","male","profession","26-35",3,"A4A0IFEQBBSOZ","male","native","46-55","1","13","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"517","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Cool. I'll talk to you then.","ACDX50KGPE97I","male","native","26-35",4,"A4A0IFEQBBSOZ","male","native","46-55","0","14","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"518","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Cool. I'll talk to you then.","A2BAQ9TNQ0ACXU","male","native","26-35",3,"A4A0IFEQBBSOZ","male","native","46-55","0","14","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"519","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Cool. I'll talk to you then.","A1HYMGPYXU97ZN","male","native","18-25",2,"A4A0IFEQBBSOZ","male","native","46-55","0","14","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"520","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","I'm ok, just not up for going out.  call me later","A1HYMGPYXU97ZN","male","native","18-25",3,"A19UBZFVUWL1ES","male","native","46-55","1","12","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"521","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","I'm ok, just not up for going out.  call me later","ACDX50KGPE97I","male","native","26-35",2,"A19UBZFVUWL1ES","male","native","46-55","1","12","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"522","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","I'm ok, just not up for going out.  call me later","A19CKDMMK8Z6QC","male","native","18-25",1,"A19UBZFVUWL1ES","male","native","46-55","1","12","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"523","3EA3QWIZ4JRHGER2210X6WOB469ITS","Okay, 2 pm it is then.","A39PQOGN8NIWNA","male","profession","26-35",4,"A25N0K40JAZTN1","male","native","46-55","0","14","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"524","3EA3QWIZ4JRHGER2210X6WOB469ITS","Okay, 2 pm it is then.","APEB5ERGCYP6D","male","profession","26-35",2,"A25N0K40JAZTN1","male","native","46-55","0","14","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"525","3EA3QWIZ4JRHGER2210X6WOB469ITS","Okay, 2 pm it is then.","A19KWRLD7P57VJ","male","native","26-35",3,"A25N0K40JAZTN1","male","native","46-55","0","14","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"526","3EA3QWIZ4JRHGER2210X6WOB469ITS","That sucks, it's always a hassle when you lose your wallet.","A2T5DC2TXEEMBV","male","profession","18-25",3,"A25N0K40JAZTN1","male","native","46-55","1","15","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"527","3EA3QWIZ4JRHGER2210X6WOB469ITS","That sucks, it's always a hassle when you lose your wallet.","A3RH0FSJYQSFEZ","female","native","26-35",5,"A25N0K40JAZTN1","male","native","46-55","1","15","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"528","3EA3QWIZ4JRHGER2210X6WOB469ITS","That sucks, it's always a hassle when you lose your wallet.","A3PJ51GS2AKBO6","male","native","26-35",3,"A25N0K40JAZTN1","male","native","46-55","1","15","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"529","33M4IA01QHX1QU35XYV39RA84YEXRS","Its ok. Just get the kids taken care of and do what you can. Love you.","A37PO5YNKE5D97","female","native","26-35",2,"A12723JDRPT207","female","native","18-25","1","1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"530","33M4IA01QHX1QU35XYV39RA84YEXRS","Its ok. Just get the kids taken care of and do what you can. Love you.","A2T5DC2TXEEMBV","male","profession","18-25",5,"A12723JDRPT207","female","native","18-25","1","1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"531","33M4IA01QHX1QU35XYV39RA84YEXRS","Its ok. Just get the kids taken care of and do what you can. Love you.","AM0WOQRVW5NSI","male","native","36-45",4,"A12723JDRPT207","female","native","18-25","1","1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"532","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","i know, didn't know what to do though","APEB5ERGCYP6D","male","profession","26-35",3,"A19UBZFVUWL1ES","male","native","46-55","0","13","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"533","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","i know, didn't know what to do though","A3PJ51GS2AKBO6","male","native","26-35",2,"A19UBZFVUWL1ES","male","native","46-55","0","13","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"534","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","i know, didn't know what to do though","AXKV2UQ5HEG29","male","native","26-35",3,"A19UBZFVUWL1ES","male","native","46-55","0","13","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"535","33M4IA01QHX1QU35XYV39RA84YEXRS","Im sorry Mom, was running late.","A1V9MN88VQ1LEB","male","profession","26-35",4,"A12723JDRPT207","female","native","18-25","0","2","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"536","33M4IA01QHX1QU35XYV39RA84YEXRS","Im sorry Mom, was running late.","A3PJ51GS2AKBO6","male","native","26-35",3,"A12723JDRPT207","female","native","18-25","0","2","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"537","33M4IA01QHX1QU35XYV39RA84YEXRS","Im sorry Mom, was running late.","APEB5ERGCYP6D","male","profession","26-35",3,"A12723JDRPT207","female","native","18-25","0","2","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"538","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","talk to you then","A39PQOGN8NIWNA","male","profession","26-35",2,"A19UBZFVUWL1ES","male","native","46-55","0","14","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"539","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","talk to you then","AJUL5E52QS2P5","male","profession","18-25",4,"A19UBZFVUWL1ES","male","native","46-55","0","14","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"540","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","talk to you then","A1T02KY1E9YI3I","male","profession","26-35",3,"A19UBZFVUWL1ES","male","native","46-55","0","14","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"541","33M4IA01QHX1QU35XYV39RA84YEXRS","Money is good, gotta keep trucking on chica","A1T02KY1E9YI3I","male","profession","26-35",4,"A12723JDRPT207","female","native","18-25","1","3","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"542","33M4IA01QHX1QU35XYV39RA84YEXRS","Money is good, gotta keep trucking on chica","A199ECPSCLODO6","female","native","18-25",3,"A12723JDRPT207","female","native","18-25","1","3","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"543","33M4IA01QHX1QU35XYV39RA84YEXRS","Money is good, gotta keep trucking on chica","A3PJ51GS2AKBO6","male","native","26-35",3,"A12723JDRPT207","female","native","18-25","1","3","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"544","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","Good thinking, that sucks though","AXKV2UQ5HEG29","male","native","26-35",4,"A19UBZFVUWL1ES","male","native","46-55","1","15","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"545","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","Good thinking, that sucks though","ASZFG2YOQA71C","male","native","18-25",3,"A19UBZFVUWL1ES","male","native","46-55","1","15","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"546","32UTUBMZ7HSM6YHL1M8VLR8J613VBA","Good thinking, that sucks though","ACDX50KGPE97I","male","native","26-35",4,"A19UBZFVUWL1ES","male","native","46-55","1","15","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"547","33M4IA01QHX1QU35XYV39RA84YEXRS","I didnt say a word I swear.","A3RH0FSJYQSFEZ","female","native","26-35",3,"A12723JDRPT207","female","native","18-25","1","4","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"548","33M4IA01QHX1QU35XYV39RA84YEXRS","I didnt say a word I swear.","APEB5ERGCYP6D","male","profession","26-35",3,"A12723JDRPT207","female","native","18-25","1","4","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"549","33M4IA01QHX1QU35XYV39RA84YEXRS","I didnt say a word I swear.","ACDX50KGPE97I","male","native","26-35",4,"A12723JDRPT207","female","native","18-25","1","4","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"550","3EFE17QCRD1G5J337JDMWFRA2AESHI","Are you okay?","A1T02KY1E9YI3I","male","profession","26-35",3,"A13HZKB2NGZP6B","female","native","18-25","1","1","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"551","3EFE17QCRD1G5J337JDMWFRA2AESHI","Are you okay?","APEB5ERGCYP6D","male","profession","26-35",3,"A13HZKB2NGZP6B","female","native","18-25","1","1","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"552","3EFE17QCRD1G5J337JDMWFRA2AESHI","Are you okay?","A1YSYRDAYFLP0H","female","native","36-45",3,"A13HZKB2NGZP6B","female","native","18-25","1","1","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"553","33M4IA01QHX1QU35XYV39RA84YEXRS","Atleast you know ahead of time and you are not bllind sided. Call me if you need to talk","A2T5DC2TXEEMBV","male","profession","18-25",5,"A12723JDRPT207","female","native","18-25","1","5","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"554","33M4IA01QHX1QU35XYV39RA84YEXRS","Atleast you know ahead of time and you are not bllind sided. Call me if you need to talk","ACDX50KGPE97I","male","native","26-35",4,"A12723JDRPT207","female","native","18-25","1","5","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"555","33M4IA01QHX1QU35XYV39RA84YEXRS","Atleast you know ahead of time and you are not bllind sided. Call me if you need to talk","A1YSYRDAYFLP0H","female","native","36-45",5,"A12723JDRPT207","female","native","18-25","1","5","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"556","3EFE17QCRD1G5J337JDMWFRA2AESHI","Sorry I'll take it out later.","A1Z6F6EIUJFC6T","male","native","26-35",3,"A13HZKB2NGZP6B","female","native","18-25","1","2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"557","3EFE17QCRD1G5J337JDMWFRA2AESHI","Sorry I'll take it out later.","ASZFG2YOQA71C","male","native","18-25",1,"A13HZKB2NGZP6B","female","native","18-25","1","2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"558","3EFE17QCRD1G5J337JDMWFRA2AESHI","Sorry I'll take it out later.","A1HYMGPYXU97ZN","male","native","18-25",3,"A13HZKB2NGZP6B","female","native","18-25","1","2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"559","3EFE17QCRD1G5J337JDMWFRA2AESHI","He's such as jerk.","A2J7GCLIVCZWH8","female","native","18-25",3,"A13HZKB2NGZP6B","female","native","18-25","1","3","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"560","3EFE17QCRD1G5J337JDMWFRA2AESHI","He's such as jerk.","A3PJ51GS2AKBO6","male","native","26-35",3,"A13HZKB2NGZP6B","female","native","18-25","1","3","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"561","3EFE17QCRD1G5J337JDMWFRA2AESHI","He's such as jerk.","APEB5ERGCYP6D","male","profession","26-35",3,"A13HZKB2NGZP6B","female","native","18-25","1","3","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"562","33M4IA01QHX1QU35XYV39RA84YEXRS","We all need a little coffee now and then","A199ECPSCLODO6","female","native","18-25",2,"A12723JDRPT207","female","native","18-25","1","6","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"563","33M4IA01QHX1QU35XYV39RA84YEXRS","We all need a little coffee now and then","APEB5ERGCYP6D","male","profession","26-35",3,"A12723JDRPT207","female","native","18-25","1","6","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"564","33M4IA01QHX1QU35XYV39RA84YEXRS","We all need a little coffee now and then","A1YSYRDAYFLP0H","female","native","36-45",2,"A12723JDRPT207","female","native","18-25","1","6","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"565","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, I'm sorry, that's a drag.","A1B69371M90Z4X","male","native","56-65",3,"A4A0IFEQBBSOZ","male","native","46-55","1","15","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"566","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, I'm sorry, that's a drag.","A3IHT9LDUJNP3E","male","profession","26-35",3,"A4A0IFEQBBSOZ","male","native","46-55","1","15","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"567","3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, I'm sorry, that's a drag.","APEB5ERGCYP6D","male","profession","26-35",3,"A4A0IFEQBBSOZ","male","native","46-55","1","15","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"568","33M4IA01QHX1QU35XYV39RA84YEXRS","Im soo sorry.  Did they save why?","A3PJ51GS2AKBO6","male","native","26-35",4,"A12723JDRPT207","female","native","18-25","1","7","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"569","33M4IA01QHX1QU35XYV39RA84YEXRS","Im soo sorry.  Did they save why?","ACDX50KGPE97I","male","native","26-35",4,"A12723JDRPT207","female","native","18-25","1","7","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"570","33M4IA01QHX1QU35XYV39RA84YEXRS","Im soo sorry.  Did they save why?","A2J7GCLIVCZWH8","female","native","18-25",2,"A12723JDRPT207","female","native","18-25","1","7","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"571","3EFE17QCRD1G5J337JDMWFRA2AESHI","I didn't tell her.","APEB5ERGCYP6D","male","profession","26-35",3,"A13HZKB2NGZP6B","female","native","18-25","1","4","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"572","3EFE17QCRD1G5J337JDMWFRA2AESHI","I didn't tell her.","A2PBQYCW2URQT5","male","native","26-35",4,"A13HZKB2NGZP6B","female","native","18-25","1","4","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"573","3EFE17QCRD1G5J337JDMWFRA2AESHI","I didn't tell her.","A1V9MN88VQ1LEB","male","profession","26-35",1,"A13HZKB2NGZP6B","female","native","18-25","1","4","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"574","33M4IA01QHX1QU35XYV39RA84YEXRS","What do you think, Bus or uber?","A1EML5NDXVXM5B","female","native","26-35",1,"A12723JDRPT207","female","native","18-25","0","8","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"575","33M4IA01QHX1QU35XYV39RA84YEXRS","What do you think, Bus or uber?","A9ADJ4VENB2JX","female","profession","26-35",5,"A12723JDRPT207","female","native","18-25","0","8","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"576","33M4IA01QHX1QU35XYV39RA84YEXRS","What do you think, Bus or uber?","A19KWRLD7P57VJ","male","native","26-35",3,"A12723JDRPT207","female","native","18-25","0","8","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"577","3ZPBJO59KQXA3UKLATIX1G5A17DDHI","What's going on?","APEB5ERGCYP6D","male","profession","26-35",3,"A2DSQT79EPX7MY","female","native","18-25","1","1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
