TaskType,Precision,TreatmentType,ConversationId,ResponseId,Response
1,0.6,1,5,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","that sucks but if he was going to do it on that day he's probably a crappy guy and you deserve better"
1,0.6,1,6,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","lol can you drink tea on that diet? maybe try that instead"
1,0.6,1,7,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","wow Paula I'm so sorry that sucks..."
1,0.6,0,8,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","um...k..."
1,0.6,0,9,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","yeah what's up?"
1,0.6,1,10,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","oh man that sucks!"
1,0.6,1,11,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","shut up before I eat them all haha"
1,0.6,1,12,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","not really. everything sucks right now..."
1,0.6,1,13,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","well what should I do? that's all I could get"
1,0.6,0,14,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","cool I'll call then"
1,0.6,1,15,"3P59JYT76MGD5TD0DYF5JGHUFAB2T0","hopefully someone turns it in soon. have you retraced your steps from the last time you had it?"
1,0.7,1,1,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","omg, forget drinks, i'll be home to help soon"
1,0.7,0,2,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","Sorry, I'll clean them up asap"
1,0.7,1,3,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","you should be looking, can't hurt to have options"
1,0.7,1,4,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","don't blame you, wasn't me man..."
1,0.7,1,5,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","leave him"
1,0.7,1,6,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","all is forgiven :)"
1,0.7,1,7,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","no way, that sucks so bad.  i'm sooooo sorry"
1,0.7,0,8,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","i'll hurry, see ya soon"
1,0.7,0,9,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","sorry, what's up?"
1,0.7,1,10,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","that SUCKS"
1,0.7,1,11,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","first world problems..."
1,0.7,1,12,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","I'm ok, just not up for going out.  call me later"
1,0.7,0,13,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","i know, didn't know what to do though"
1,0.7,0,14,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","talk to you then"
1,0.7,1,15,"32UTUBMZ7HSM6YHL1M8VLR8J613VBA","Good thinking, that sucks though"
1,0.8,1,1,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Are you okay?"
1,0.8,1,2,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Sorry I'll take it out later."
1,0.8,1,3,"3EFE17QCRD1G5J337JDMWFRA2AESHI","He's such as jerk."
1,0.8,1,4,"3EFE17QCRD1G5J337JDMWFRA2AESHI","I didn't tell her."
1,0.8,1,5,"3EFE17QCRD1G5J337JDMWFRA2AESHI","That's really rude of him to do that."
1,0.8,1,6,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Lmao it's okay."
1,0.8,1,7,"3EFE17QCRD1G5J337JDMWFRA2AESHI","I'm so sorry."
1,0.8,0,8,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Which one?"
1,0.8,0,9,"3EFE17QCRD1G5J337JDMWFRA2AESHI","What is it?"
1,0.8,1,10,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Wow that's so rude of them."
1,0.8,1,11,"3EFE17QCRD1G5J337JDMWFRA2AESHI","I'll make super sure they're cold once I get there."
1,0.8,0,12,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Not really."
1,0.8,0,13,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Yeah, I tried looking at other websites but I couldn't find anything."
1,0.8,0,14,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Alright, I'll call you later then."
1,0.8,1,15,"3EFE17QCRD1G5J337JDMWFRA2AESHI","Aw dang, I hope you find it soon."
1,0.9,1,1,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","As long as there's room to sit, I think it'll be alright."
1,0.9,1,2,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Forgetfulness is a trait, its not something you raised."
1,0.9,1,3,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","You keep your job for money, obviously.  If you aren't worried about your job, grind it back.  Tell him how you feel, or take it up to the person above him."
1,0.9,1,4,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Maybe ask her where she found out."
1,0.9,1,5,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Go talk to him.  If that's what he wants, there's no sense in waiting until valentines to do it."
1,0.9,1,6,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Its not me who has to forgive them, if you give up you only have yourself to blame."
1,0.9,1,7,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I don't know yet, I haven't gone to work today nor have I received a call."
1,0.9,1,8,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Don't be a bitch, Sarah."
1,0.9,0,9,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Help with what?"
1,0.9,1,10,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I don't think an umbrella would've saved you there."
1,0.9,0,11,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Better cold than me eating them before I get there if this takes any longer."
1,0.9,0,12,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I'm fine, I like to keep to myself."
1,0.9,0,13,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","What do you want to do about it?  I can probably pass if we can't find a third."
1,0.9,0,14,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","Alright, I'll call you in a bit."
1,0.9,1,15,"3J4Q2Z4UTZZMPTJFAEAH2IMWZA6QWR","I said not to worry about it, whether you have credit cards doesn't matter.  Just find your wallet."
1,0.6,1,1,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","Uh oh, ok. Thanks for the warning. Would you prefer that I came home right after work?"
1,0.6,0,2,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I'm sorry. I totally forgot. I'll be home in a few minutes and take care of it."
1,0.6,1,3,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","That really stinks. You should really consider trying to find a new job. It's not worth it to be stressed out like that all the time."
1,0.6,0,4,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I don't blame you. She'll get over it though. You should take her out to dinner to make up for it and talk it over with her."
1,0.6,1,5,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","You should break up with the jerk first. How did you find out?"
1,0.6,1,6,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","It's ok. I completely understand how difficult that might be. Don't give up though."
1,0.6,1,7,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","Oh my gosh! I'm so sorry. What are you going to do now?"
1,0.6,0,8,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","K? Uber or bus to you think? Uber would probably be faster, don't you think?"
1,0.6,0,9,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I'm here. What's wrong Jeremy? Are you ok?"
1,0.6,1,10,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","Yikes! I'm sorry that happened. Do you need me to bring you dry clothes?"
1,0.6,1,11,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I know, right!? Cold chicken nugget are the worst. I'll come straight home after getting them so hopefully they will still be warm."
1,0.6,1,12,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I'm ok. Work has just been really stressful for the past few weeks and by the time I get home I'm tired and don't want to do anything but relax."
1,0.6,1,13,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","I'm really sorry. I tried but that is all they had available. Do you not want to go now?"
1,0.6,0,14,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","Ok, I'll call you at 2. Stay near your phone."
1,0.6,1,15,"3HQUKB7LNGARFAPNWP1NS1K8TZ2HHR","That is such a hassle. I hope you end of finding it. Was your driver's license in your wallet too?"
1,0.7,1,1,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","C'mon don't be like that"
1,0.7,0,2,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","It's not a big deal"
1,0.7,1,3,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","That seems tough"
1,0.7,1,4,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","I didn't, no idea who did"
1,0.7,1,5,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","You should break up with him"
1,0.7,1,6,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","Haha it's alright"
1,0.7,1,7,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","I'm so sorry to hear that"
1,0.7,0,8,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","That's not an answer"
1,0.7,0,9,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","Sure, what's going on?"
1,0.7,1,10,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","Like in the movies? that's funny"
1,0.7,1,11,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","They won't.. I hope"
1,0.7,1,12,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","Maybe we can talk later"
1,0.7,0,13,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","Got any idea?"
1,0.7,0,14,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","I'll call you then"
1,0.7,1,15,"3SKEMFQBZ41POPP2Z6AESG71IXC8K3","That's good, I hope you find it tho"
1,0.8,1,1,"336KAV9KYRO9MFCUN424RX99UCT2YP","So I should just come home?..."
1,0.8,1,2,"336KAV9KYRO9MFCUN424RX99UCT2YP","I'm so sorry Mom. I'll be sure to take it out next time"
1,0.8,1,3,"336KAV9KYRO9MFCUN424RX99UCT2YP","Want to grab a drink after your shift to chill out?"
1,0.8,1,4,"336KAV9KYRO9MFCUN424RX99UCT2YP","Dude it wasn't me... I hope she gets over it quickly"
1,0.8,1,5,"336KAV9KYRO9MFCUN424RX99UCT2YP","I would just break it off before he does"
1,0.8,1,6,"336KAV9KYRO9MFCUN424RX99UCT2YP","Your sins are absolved... as long as there's a venti latte for me"
1,0.8,1,7,"336KAV9KYRO9MFCUN424RX99UCT2YP","I'm so sorry. let me know if you need anything"
1,0.8,0,8,"336KAV9KYRO9MFCUN424RX99UCT2YP","I'm sorry! I'll get there as soon as I can."
1,0.8,0,9,"336KAV9KYRO9MFCUN424RX99UCT2YP","Sorry man I was busy. what's up"
1,0.8,1,10,"336KAV9KYRO9MFCUN424RX99UCT2YP","Ugh that sucks. Do you need me to bring a change of clothes for you??"
1,0.8,1,11,"336KAV9KYRO9MFCUN424RX99UCT2YP","you got it man"
1,0.8,0,12,"336KAV9KYRO9MFCUN424RX99UCT2YP","Meh. I just don't feel like myself."
1,0.8,0,13,"336KAV9KYRO9MFCUN424RX99UCT2YP","Maybe we will be able to find a ticket at the door"
1,0.8,0,14,"336KAV9KYRO9MFCUN424RX99UCT2YP","Ok sounds good, talk to ya at 2pm"
1,0.8,1,15,"336KAV9KYRO9MFCUN424RX99UCT2YP","That was smart. Hopefully it turns up"
1,0.9,1,1,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Lol ok."
1,0.9,1,2,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","I'm sorry!"
1,0.9,1,3,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Aw, sorry :("
1,0.9,1,4,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","I didn't tell her."
1,0.9,1,5,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Yeah, that's terrible!"
1,0.9,1,6,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Lol, okay."
1,0.9,1,7,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Aw, I'm sorry!"
1,0.9,1,8,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","I'll be there soon."
1,0.9,0,9,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Sorry, what's up?"
1,0.9,1,10,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Sorry that happened to you!"
1,0.9,0,11,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","I'm on the way."
1,0.9,0,12,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","I don't know."
1,0.9,0,13,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","I'm sorry."
1,0.9,0,14,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","Okay, talk to you soon."
1,0.9,1,15,"3A1COHJ8NKRYMZOUTL7HFOR9QGAH8A","I can check around here."
1,0.6,1,1,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","That's nothing new."
1,0.6,0,2,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","I don't think the ants are there because I forgot the trash one day. You should keep your house cleaner."
1,0.6,1,3,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Is he unfair?"
1,0.6,0,4,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Looks like we've got a narc hanging around."
1,0.6,1,5,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Cut him off. Throw all his stuff away if there's any around. Block him on everything."
1,0.6,1,6,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Haha, well we've all got our vices."
1,0.6,1,7,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Oh my gosh, no! Did they tell you why?"
1,0.6,0,8,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Ooh, that stings. I'll make it up to you, I promise."
1,0.6,0,9,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Watcha need, bud?"
1,0.6,1,10,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Oh no! That's like something you see in movies, haha."
1,0.6,1,11,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","That's not really up to me, but I'll do my best."
1,0.6,1,12,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","You can tell me."
1,0.6,1,13,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Not really. Have fun staying at home, bud."
1,0.6,0,14,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","Okay cool, I'll let you know when I'm free."
1,0.6,1,15,"3ZDAD0O1T29E69GX1N0Y96BQSJBXT5","That's a good idea, always a hassle though."
1,0.7,1,1,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","What are you doing now."
1,0.7,0,2,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","I am really sorry."
1,0.7,1,3,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Thanks."
1,0.7,1,4,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","I can't believe."
1,0.7,1,5,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Again go to Dave and tell some emotional word."
1,0.7,1,6,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Okay."
1,0.7,1,7,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Sure. You are right."
1,0.7,0,8,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","I will wait for you."
1,0.7,0,9,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Yes. Sure."
1,0.7,1,10,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Ho no. Are you sure."
1,0.7,1,11,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Thanks."
1,0.7,1,12,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","No."
1,0.7,0,13,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Yes this is a problem."
1,0.7,0,14,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Thanks."
1,0.7,1,15,"3KGTPGBS6YHS56SPD35FOC3WYOI2UR","Don't do this."
1,0.8,1,1,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","If I need to come home instead, just let me know."
1,0.8,1,2,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","I'm really sorry. I'll take care of it when I get back"
1,0.8,1,3,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","I know how you feel"
1,0.8,1,4,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Wow, that's too bad. It sure wasn't me though"
1,0.8,1,5,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","That's horrible. I'm here if you need to talk at any point"
1,0.8,1,6,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","It'll be our secret :)"
1,0.8,1,7,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Oh wow, I'm so sorry. Are you okay?"
1,0.8,0,8,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Ok... I'll figure it out on my own :)"
1,0.8,0,9,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Sorry, I was busy. How can I help?"
1,0.8,1,10,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","What a jerk."
1,0.8,1,11,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Don't worry, they won't be"
1,0.8,0,12,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Yeah, I'm fine. I just have been anti-social recently."
1,0.8,0,13,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Yeah. We'll figure something out"
1,0.8,0,14,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Okay, talk to you then"
1,0.8,1,15,"3G5F9DBFOQTWXBK71EIR72BH1E8HVC","Better safe than sorry"
1,0.9,1,1,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","What can I do to help?"
1,0.9,1,2,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Sorry mom, I'll try to remember next time."
1,0.9,1,3,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Time for job hunting!"
1,0.9,1,4,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Sorry dude, wasn't me."
1,0.9,1,5,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Beat him to the punch and break up with him first?!"
1,0.9,1,6,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","No judgement here!  I could never even think of giving up coffee."
1,0.9,1,7,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","I'm so sorry to hear that.  How can I help?"
1,0.9,1,8,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","I'll take an Uber and get there asap.  Sorry about this!"
1,0.9,0,9,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","What do you need help with?"
1,0.9,1,10,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Yikes, sorry that happened to you!"
1,0.9,0,11,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Right?  First world problems...=)"
1,0.9,0,12,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Yeah, sorry, just working through some stuff."
1,0.9,0,13,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","I know.  Can we talk about this in person?"
1,0.9,0,14,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Ok, talk soon."
1,0.9,1,15,"3ZY8KE4ISKZ9A4JAK45LGG3IS14QVH","Good idea - can't be too careful these days!"
1,0.6,1,1,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Should I cancel drinks?"
1,0.6,0,2,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I totally forgot."
1,0.6,1,3,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Ugh. I can't believe him!"
1,0.6,0,4,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","That sucks. Wasn't me."
1,0.6,1,5,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","He doesn't deserve you."
1,0.6,1,6,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","It's ok, I wasn't judging!"
1,0.6,1,7,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","OMG! I am so sorry!"
1,0.6,0,8,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'll uber and get there as quickly as I can."
1,0.6,0,9,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Sorry. I was in the shower."
1,0.6,1,10,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, poor you!"
1,0.6,1,11,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'll try to be fast."
1,0.6,1,12,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I'm sorry, I'm having a rough time."
1,0.6,1,13,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","I know! What do we do?"
1,0.6,0,14,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Cool. I'll talk to you then."
1,0.6,1,15,"3HSYG7LRBKU9JQR38V7HILGSDXDKK5","Oh, I'm sorry, that's a drag."
1,0.7,1,1,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","What's going on?"
1,0.7,0,2,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","I'm sorry, I'll take care of it"
1,0.7,1,3,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","You should start looking for a better job"
1,0.7,1,4,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Well it wasn't me"
1,0.7,1,5,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Screw him"
1,0.7,1,6,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","what'd you get from starbucks?"
1,0.7,1,7,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","I'm so sorry :("
1,0.7,0,8,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","What's wrong?"
1,0.7,0,9,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","What's wrong?"
1,0.7,1,10,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Typical :("
1,0.7,1,11,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Lol I'll try to be quick"
1,0.7,1,12,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Don't really want to talk about it"
1,0.7,0,13,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Yeah, what should we do"
1,0.7,0,14,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Talk to you then"
1,0.7,1,15,"3ZPBJO59KQXA3UKLATIX1G5A17DDHI","Good"
1,0.8,1,1,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","That's okay."
1,0.8,1,2,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Sorry about that."
1,0.8,1,3,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","You should quit your job."
1,0.8,1,4,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","You need to calm down."
1,0.8,1,5,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Just don't talk to him."
1,0.8,1,6,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","That's okay."
1,0.8,1,7,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","I'm sorry what happened to you."
1,0.8,0,8,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Are you okay?"
1,0.8,0,9,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","What do you need?"
1,0.8,1,10,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Im sorry that happened to you."
1,0.8,1,11,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Sorry about the wait."
1,0.8,0,12,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Yes, I am okay."
1,0.8,0,13,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","I agree, we need to figure out something."
1,0.8,0,14,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Thank you for understanding."
1,0.8,1,15,"3TAYZSBPLM4CQT0LOYAF9BL8DRX2SB","Cancel it now so you won't forget."
1,0.9,1,1,"3WYGZ5XF3XB7794BD4GJ9772URISKM","that bad, what happened?"
1,0.9,1,2,"3WYGZ5XF3XB7794BD4GJ9772URISKM","I'm so sorry, I just got so busy with stuff that I totally forgot."
1,0.9,1,3,"3WYGZ5XF3XB7794BD4GJ9772URISKM","what a piece of work"
1,0.9,1,4,"3WYGZ5XF3XB7794BD4GJ9772URISKM","sorry man, I sure didn't tell her."
1,0.9,1,5,"3WYGZ5XF3XB7794BD4GJ9772URISKM","you should totally dump that loser."
1,0.9,1,6,"3WYGZ5XF3XB7794BD4GJ9772URISKM","Chill girl, I was just asking."
1,0.9,1,7,"3WYGZ5XF3XB7794BD4GJ9772URISKM","sorry, that's totally unfair to you."
1,0.9,1,8,"3WYGZ5XF3XB7794BD4GJ9772URISKM","sorry for the delay, I'm taking the uber and will be there shortly."
1,0.9,0,9,"3WYGZ5XF3XB7794BD4GJ9772URISKM","sure, what do you need?"
1,0.9,1,10,"3WYGZ5XF3XB7794BD4GJ9772URISKM","damn, that is bad"
1,0.9,0,11,"3WYGZ5XF3XB7794BD4GJ9772URISKM","they wouldn't,  see you in 5"
1,0.9,0,12,"3WYGZ5XF3XB7794BD4GJ9772URISKM","Yeah, I am fine. just not in the mood."
1,0.9,0,13,"3WYGZ5XF3XB7794BD4GJ9772URISKM","Yeah, I know. What can we do?"
1,0.9,0,14,"3WYGZ5XF3XB7794BD4GJ9772URISKM","All right, will call at 2pm"
1,0.9,1,15,"3WYGZ5XF3XB7794BD4GJ9772URISKM","That's bad. anything I can do to help?"
1,0.6,1,1,"39JEC7537VX5G39RFM4QWBE1OM3VCH","why?"
1,0.6,0,2,"39JEC7537VX5G39RFM4QWBE1OM3VCH","Sorry about that!"
1,0.6,1,3,"39JEC7537VX5G39RFM4QWBE1OM3VCH","oh yea"
1,0.6,0,4,"39JEC7537VX5G39RFM4QWBE1OM3VCH","wonder who told her"
1,0.6,1,5,"39JEC7537VX5G39RFM4QWBE1OM3VCH","dang that sucks"
1,0.6,1,6,"39JEC7537VX5G39RFM4QWBE1OM3VCH","lol what"
1,0.6,1,7,"39JEC7537VX5G39RFM4QWBE1OM3VCH","lucky you"
1,0.6,0,8,"39JEC7537VX5G39RFM4QWBE1OM3VCH","prob the bus"
1,0.6,0,9,"39JEC7537VX5G39RFM4QWBE1OM3VCH","whats wrong?"
1,0.6,1,10,"39JEC7537VX5G39RFM4QWBE1OM3VCH","dang thats bad"
1,0.6,1,11,"39JEC7537VX5G39RFM4QWBE1OM3VCH","relax man"
1,0.6,1,12,"39JEC7537VX5G39RFM4QWBE1OM3VCH","yes im okay"
1,0.6,1,13,"39JEC7537VX5G39RFM4QWBE1OM3VCH","why is that?"
1,0.6,0,14,"39JEC7537VX5G39RFM4QWBE1OM3VCH","thank you!"
1,0.6,1,15,"39JEC7537VX5G39RFM4QWBE1OM3VCH","good idea"
1,0.7,1,1,"3EWIJTFFVP34K0SP8GMW16OEF240EO","My word.  Can you break away at some point and meet up with us?"
1,0.7,0,2,"3EWIJTFFVP34K0SP8GMW16OEF240EO","I know, I'm sorry.  I won't forget again...I promise!"
1,0.7,1,3,"3EWIJTFFVP34K0SP8GMW16OEF240EO","Yea, I know all about asshole bosses.  I think I set the record!"
1,0.7,1,4,"3EWIJTFFVP34K0SP8GMW16OEF240EO","It wasn't me...I swear.  What's your plan of attack?  Or maybe I should say defense?!  ;]"
